Unnamed: 0,site_id,species_a,phenophase_a,species_b,phenophase_b,number_of_observations,kendall_tau,p_value,genus_x,species_x,species_a_common,species_a_name,genus_y,species_y,species_b_common,species_b_name,site_name
604,9338,941,467,1187,467,11,0.7592592592592592,0.0013218707803182,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lagoons
605,9338,941,483,970,483,14,0.5568541368875906,0.0067416802624623,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Lagoons
606,9338,941,483,1187,483,14,0.860348621380955,2.2927009396279727e-05,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lagoons
607,9338,941,483,1192,483,14,0.4204816952008337,0.0407731299357251,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
611,9338,941,498,1192,498,12,0.578125,0.0104366845302862,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
613,9338,970,483,1187,483,14,0.5198486861092879,0.0110930169574891,Platanus,occidentalis,American sycamore,Platanus occidentalis,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lagoons
614,9338,970,483,1192,483,14,0.4137931034482758,0.0456706320607131,Platanus,occidentalis,American sycamore,Platanus occidentalis,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
617,9338,970,498,1192,498,12,0.5354496700964052,0.0181450607327122,Platanus,occidentalis,American sycamore,Platanus occidentalis,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
619,9338,1187,498,1192,471,12,0.7692307692307693,0.0005716084710595,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
621,9339,3,467,60,467,13,0.4933333333333333,0.0224619796284798,Acer,rubrum,red maple,Acer rubrum,Acer,pensylvanicum,striped maple,Acer pensylvanicum,GRSM-Tremont-West Prong
623,9339,3,467,823,467,13,0.4266666666666666,0.048379168757838,Acer,rubrum,red maple,Acer rubrum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
627,9339,3,471,61,471,12,0.5038314736557788,0.0233149963825438,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
628,9339,3,471,61,498,12,0.7786486411043856,0.0004558338469379,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
633,9339,3,471,823,471,12,0.5343667144834019,0.0161414304530507,Acer,rubrum,red maple,Acer rubrum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
634,9339,3,471,1172,471,12,0.4615930911724977,0.0387418384632915,Acer,rubrum,red maple,Acer rubrum,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-West Prong
636,9339,3,471,1181,471,12,0.5649019553110248,0.0109851589729484,Acer,rubrum,red maple,Acer rubrum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
637,9339,3,471,1184,471,12,0.5649019553110248,0.0109851589729484,Acer,rubrum,red maple,Acer rubrum,Magnolia,fraseri,mountain magnolia,Magnolia fraseri,GRSM-Tremont-West Prong
638,9339,3,483,60,483,14,0.5142941109928062,0.0128004766603399,Acer,rubrum,red maple,Acer rubrum,Acer,pensylvanicum,striped maple,Acer pensylvanicum,GRSM-Tremont-West Prong
642,9339,3,483,823,483,14,0.4571503208824943,0.0269192474938744,Acer,rubrum,red maple,Acer rubrum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
646,9339,3,498,61,471,12,0.5116432801804849,0.022675321110971,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
647,9339,3,498,61,498,12,0.8682431421244593,0.0001101109572748,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
655,9339,3,498,1181,471,12,0.6356780147696934,0.0046357429770426,Acer,rubrum,red maple,Acer rubrum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
656,9339,3,498,1184,471,12,0.4806345965331828,0.0322943377269403,Acer,rubrum,red maple,Acer rubrum,Magnolia,fraseri,mountain magnolia,Magnolia fraseri,GRSM-Tremont-West Prong
658,9339,60,467,823,467,13,0.4933333333333333,0.0224619796284798,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
661,9339,60,471,61,498,12,0.4531803232405456,0.0443710501453709,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
665,9339,60,471,98,498,12,0.6875839387097933,0.0022844715356567,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-West Prong
669,9339,60,471,1181,471,12,0.5000610463343951,0.0265167833177904,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
674,9339,60,483,823,483,14,0.4772727272727272,0.0203467612302907,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
678,9339,60,498,82,471,12,0.7131997238879487,0.0014901532666585,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-West Prong
679,9339,60,498,82,498,12,0.7442084075352507,0.0009173919133463,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-West Prong
681,9339,60,498,98,498,12,0.5384615384615385,0.015894976127587,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-West Prong
685,9339,60,498,1181,471,12,0.5538461538461539,0.0131303936072489,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
698,9339,61,483,823,483,14,0.6782057225607617,0.0010682677458882,Acer,saccharum,sugar maple,Acer saccharum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
707,9339,61,498,1181,471,12,0.5846153846153846,0.0088446140171789,Acer,saccharum,sugar maple,Acer saccharum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
709,9339,82,467,823,467,13,0.5637710863797804,0.0093504253016073,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
712,9339,82,471,98,498,12,0.4961389383568338,0.0271187165445825,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-West Prong
716,9339,82,471,1181,471,12,0.5736606474750892,0.0106161341700328,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
721,9339,82,498,93,471,12,0.5116432801804849,0.022675321110971,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Tilia,americana,American basswood,Tilia americana,GRSM-Tremont-West Prong
722,9339,82,498,98,498,12,0.6511823565933444,0.0037272392778565,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-West Prong
728,9339,93,471,98,498,12,0.4923076923076924,0.027479806211379,Tilia,americana,American basswood,Tilia americana,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-West Prong
735,9339,93,483,1184,483,14,0.4827905143652879,0.0198511077412297,Tilia,americana,American basswood,Tilia americana,Magnolia,fraseri,mountain magnolia,Magnolia fraseri,GRSM-Tremont-West Prong
736,9339,93,498,823,498,11,0.587180674734059,0.0124621582945403,Tilia,americana,American basswood,Tilia americana,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
741,9339,98,498,1181,471,12,0.5846153846153846,0.0088446140171789,Betula,lenta,sweet birch,Betula lenta,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
744,9339,823,471,1172,471,12,0.5116432801804849,0.022675321110971,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-West Prong
751,9339,1172,471,1184,471,12,0.5736606474750892,0.0106161341700328,Aesculus,flava,yellow buckeye,Aesculus flava,Magnolia,fraseri,mountain magnolia,Magnolia fraseri,GRSM-Tremont-West Prong
760,9340,3,483,102,483,15,0.6169230579301932,0.0018897717591348,Acer,rubrum,red maple,Acer rubrum,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Marcs Trail
762,9340,102,467,1187,467,12,0.546875,0.0154106570520779,Quercus,rubra,northern red oak,Quercus rubra,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Marcs Trail
763,9340,102,483,1212,483,15,0.423691589610646,0.0317173065166482,Quercus,rubra,northern red oak,Quercus rubra,Quercus,montana,chestnut oak,Quercus montana,GRSM-Tremont-Marcs Trail
769,9341,3,371,67,371,12,0.4806345965331828,0.0322943377269403,Acer,rubrum,red maple,Acer rubrum,Carya,glabra,pignut hickory,Carya glabra,GRSM-Tremont-Falls Trail
773,9341,3,467,60,467,13,0.8079647378096765,0.0001725714300493,Acer,rubrum,red maple,Acer rubrum,Acer,pensylvanicum,striped maple,Acer pensylvanicum,GRSM-Tremont-Falls Trail
775,9341,3,467,61,467,13,0.9999999999999998,2.9954815934341095e-06,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-Falls Trail
776,9341,3,467,67,467,13,0.4768316485434156,0.0264506523232998,Acer,rubrum,red maple,Acer rubrum,Carya,glabra,pignut hickory,Carya glabra,GRSM-Tremont-Falls Trail
783,9341,3,467,1179,467,13,0.4575261124140018,0.0317749803468738,Acer,rubrum,red maple,Acer rubrum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
788,9341,3,483,12,483,14,0.4269932462267199,0.0363684588239646,Acer,rubrum,red maple,Acer rubrum,Cornus,florida,flowering dogwood,Cornus florida,GRSM-Tremont-Falls Trail
789,9341,3,483,60,483,14,0.6477272727272727,0.0016415349519749,Acer,rubrum,red maple,Acer rubrum,Acer,pensylvanicum,striped maple,Acer pensylvanicum,GRSM-Tremont-Falls Trail
790,9341,3,483,61,483,14,0.8068181818181818,8.791878910231842e-05,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-Falls Trail
795,9341,3,483,102,483,14,0.5084826915437648,0.0130669594937223,Acer,rubrum,red maple,Acer rubrum,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
797,9341,3,483,1179,483,14,0.5536811530143216,0.0068808604756035,Acer,rubrum,red maple,Acer rubrum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
799,9341,7,371,12,371,12,0.8308675641104959,0.0001988655780316,Cercis,canadensis,eastern redbud,Cercis canadensis,Cornus,florida,flowering dogwood,Cornus florida,GRSM-Tremont-Falls Trail
801,9341,7,471,12,498,12,-0.4496259128858806,0.0452164215340268,Cercis,canadensis,eastern redbud,Cercis canadensis,Cornus,florida,flowering dogwood,Cornus florida,GRSM-Tremont-Falls Trail
811,9341,7,483,12,483,14,0.4181391605661663,0.041273323179519,Cercis,canadensis,eastern redbud,Cercis canadensis,Cornus,florida,flowering dogwood,Cornus florida,GRSM-Tremont-Falls Trail
816,9341,7,483,81,483,14,0.4367816091954022,0.0352796485189116,Cercis,canadensis,eastern redbud,Cercis canadensis,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,GRSM-Tremont-Falls Trail
821,9341,7,483,1181,483,14,0.4685790789045567,0.0233289659987657,Cercis,canadensis,eastern redbud,Cercis canadensis,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
828,9341,7,498,81,471,12,0.5038314736557788,0.0233149963825438,Cercis,canadensis,eastern redbud,Cercis canadensis,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,GRSM-Tremont-Falls Trail
844,9341,12,483,67,483,14,0.5910617608744103,0.004035606668433,Cornus,florida,flowering dogwood,Cornus florida,Carya,glabra,pignut hickory,Carya glabra,GRSM-Tremont-Falls Trail
851,9341,12,483,1181,483,14,0.4382299106011073,0.0317251128481159,Cornus,florida,flowering dogwood,Cornus florida,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
856,9341,12,498,81,471,12,0.5231388366621641,0.0191546447804258,Cornus,florida,flowering dogwood,Cornus florida,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,GRSM-Tremont-Falls Trail
857,9341,12,498,93,471,12,0.515625,0.0223628034372094,Cornus,florida,flowering dogwood,Cornus florida,Tilia,americana,American basswood,Tilia americana,GRSM-Tremont-Falls Trail
859,9341,12,498,1019,498,12,0.4496259128858806,0.0452164215340268,Cornus,florida,flowering dogwood,Cornus florida,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
872,9341,60,371,1181,371,13,0.5359591602564021,0.0118922194498718,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
875,9341,60,467,61,467,13,0.8079647378096765,0.0001725714300493,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-Falls Trail
883,9341,60,467,1179,467,13,0.5263613559678151,0.0139499858555877,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
887,9341,60,483,61,483,14,0.8409090909090908,4.361830449462126e-05,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-Falls Trail
892,9341,60,483,102,483,14,0.5536811530143216,0.0068808604756035,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
893,9341,60,483,1019,483,14,0.4406849993379294,0.031475101641879,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
894,9341,60,483,1179,483,14,0.5649807683819609,0.0058207786378544,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
915,9341,61,467,67,467,13,0.4768316485434156,0.0264506523232998,Acer,saccharum,sugar maple,Acer saccharum,Carya,glabra,pignut hickory,Carya glabra,GRSM-Tremont-Falls Trail
922,9341,61,467,1179,467,13,0.4575261124140018,0.0317749803468738,Acer,saccharum,sugar maple,Acer saccharum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
930,9341,61,483,102,483,14,0.6666773066907138,0.0011375304305913,Acer,saccharum,sugar maple,Acer saccharum,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
931,9341,61,483,1019,483,14,0.5536811530143216,0.0068808604756035,Acer,saccharum,sugar maple,Acer saccharum,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
932,9341,61,483,1179,483,14,0.4519846147055687,0.0273722309155083,Acer,saccharum,sugar maple,Acer saccharum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
936,9341,67,467,74,467,13,0.5960395606792696,0.0055301394883185,Carya,glabra,pignut hickory,Carya glabra,Fraxinus,americana,white ash,Fraxinus americana,GRSM-Tremont-Falls Trail
940,9341,67,467,1019,467,13,0.5789974915645967,0.0067727649705807,Carya,glabra,pignut hickory,Carya glabra,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
942,9341,67,467,1179,467,13,0.421089084774252,0.0489163091000911,Carya,glabra,pignut hickory,Carya glabra,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
949,9341,67,471,102,498,12,0.4615930911724977,0.0387418384632915,Carya,glabra,pignut hickory,Carya glabra,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
958,9341,67,483,1181,483,14,0.4253154531313251,0.0401822540665128,Carya,glabra,pignut hickory,Carya glabra,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
961,9341,67,498,93,471,12,0.4496259128858806,0.0452164215340268,Carya,glabra,pignut hickory,Carya glabra,Tilia,americana,American basswood,Tilia americana,GRSM-Tremont-Falls Trail
968,9341,74,467,1019,467,13,0.6536087320200025,0.0021587816015316,Fraxinus,americana,white ash,Fraxinus americana,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
970,9341,74,467,1179,467,13,0.4313817631332017,0.0429155369136774,Fraxinus,americana,white ash,Fraxinus americana,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
976,9341,74,483,102,483,14,0.6292134831460675,0.0020420255759156,Fraxinus,americana,white ash,Fraxinus americana,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
978,9341,74,483,1179,483,14,0.4157303370786517,0.0415822876912835,Fraxinus,americana,white ash,Fraxinus americana,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
979,9341,74,483,1181,483,14,0.4858834608084864,0.0177097807414464,Fraxinus,americana,white ash,Fraxinus americana,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
984,9341,74,498,1181,471,12,0.4806345965331828,0.0322943377269403,Fraxinus,americana,white ash,Fraxinus americana,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
985,9341,81,371,1019,371,12,0.527147622004136,0.0188787004087722,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
987,9341,81,467,1019,467,13,0.4575261124140018,0.0317749803468738,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
1004,9341,81,498,1179,371,13,-0.5526315789473683,0.0098396614128719,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
1017,9341,93,471,1181,471,12,-0.46875,0.0378478548216195,Tilia,americana,American basswood,Tilia americana,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
1018,9341,93,483,102,483,14,0.4719101123595506,0.0207205344782453,Tilia,americana,American basswood,Tilia americana,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
1019,9341,93,483,1019,483,14,0.7640449438202248,0.0001804518970661,Tilia,americana,American basswood,Tilia americana,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
1022,9341,102,483,1019,483,14,0.4943820224719102,0.0153851758457616,Quercus,rubra,northern red oak,Quercus rubra,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
1023,9341,102,483,1179,483,14,0.4606741573033708,0.0239477828718304,Quercus,rubra,northern red oak,Quercus rubra,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
1044,9342,3,371,1159,467,13,0.5467152657392316,0.011325469078429,Acer,rubrum,red maple,Acer rubrum,Quercus,velutina,black oak,Quercus velutina,GRSM-Tremont-Lumber Ridge
1048,9342,3,483,100,483,15,0.4081632653061224,0.0426824510040119,Acer,rubrum,red maple,Acer rubrum,Quercus,alba,white oak,Quercus alba,GRSM-Tremont-Lumber Ridge
1050,9342,3,483,1159,483,15,0.8061224489795918,6.256067533290831e-05,Acer,rubrum,red maple,Acer rubrum,Quercus,velutina,black oak,Quercus velutina,GRSM-Tremont-Lumber Ridge
1055,9342,67,483,1187,483,15,0.5472704546154941,0.0058883099817624,Carya,glabra,pignut hickory,Carya glabra,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lumber Ridge
1057,9342,100,483,1159,483,15,0.4795918367346938,0.0172425333820422,Quercus,alba,white oak,Quercus alba,Quercus,velutina,black oak,Quercus velutina,GRSM-Tremont-Lumber Ridge
1058,9342,100,483,1187,483,15,0.3939594923753622,0.0492476523402328,Quercus,alba,white oak,Quercus alba,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lumber Ridge
1071,9343,3,467,82,467,12,0.6154574548966636,0.005853245025574,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-Dorsey Branch
1074,9343,3,467,970,467,12,0.703125,0.0018410212585438,Acer,rubrum,red maple,Acer rubrum,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1075,9343,3,471,7,471,12,0.542651963827787,0.0156501377233771,Acer,rubrum,red maple,Acer rubrum,Cercis,canadensis,eastern redbud,Cercis canadensis,GRSM-Tremont-Dorsey Branch
1078,9343,3,471,82,498,12,0.46875,0.0378478548216195,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-Dorsey Branch
1087,9343,3,471,1179,498,12,0.5625,0.0127098157395439,Acer,rubrum,red maple,Acer rubrum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Dorsey Branch
1090,9343,3,483,82,483,15,0.5374797538821051,0.0068033015647178,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-Dorsey Branch
1093,9343,3,483,970,483,15,0.6363961030678927,0.001518102761951,Acer,rubrum,red maple,Acer rubrum,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1094,9343,3,483,1172,483,15,0.6903642243895957,0.0006104291806716,Acer,rubrum,red maple,Acer rubrum,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-Dorsey Branch
1116,9343,7,483,970,483,15,0.48,0.0161145611769133,Cercis,canadensis,eastern redbud,Cercis canadensis,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1121,9343,79,483,823,483,15,0.4433551330755755,0.0247078776408849,Fagus,grandifolia,American beech,Fagus grandifolia,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Dorsey Branch
1124,9343,79,483,1179,483,15,0.8390343728657254,1.853115645672877e-05,Fagus,grandifolia,American beech,Fagus grandifolia,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Dorsey Branch
1125,9343,79,498,81,498,12,0.53125,0.018604354576073,Fagus,grandifolia,American beech,Fagus grandifolia,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,GRSM-Tremont-Dorsey Branch
1143,9343,81,498,970,471,12,0.7131997238879487,0.0014901532666585,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1149,9343,82,467,970,467,12,0.4923659639173309,0.0274742390169435,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1151,9343,82,483,823,483,15,0.4411976743693058,0.0248804606238546,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Dorsey Branch
1152,9343,82,483,970,483,15,0.433544882392289,0.0279556804901465,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1153,9343,82,483,1172,483,15,0.5050495243689607,0.0107507283453538,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-Dorsey Branch
1163,9343,82,498,1179,498,12,0.46875,0.0378478548216195,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Dorsey Branch
1172,9343,93,498,98,498,12,0.46875,0.0378478548216195,Tilia,americana,American basswood,Tilia americana,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-Dorsey Branch
1178,9343,98,467,823,467,12,0.5846153846153846,0.0088446140171789,Betula,lenta,sweet birch,Betula lenta,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Dorsey Branch
1180,9343,98,471,823,498,12,0.5354496700964052,0.0181450607327122,Betula,lenta,sweet birch,Betula lenta,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Dorsey Branch
1181,9343,98,471,970,471,12,0.4806345965331828,0.0322943377269403,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1182,9343,98,471,970,498,12,0.53125,0.018604354576073,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1185,9343,98,483,823,483,15,0.6502541951775108,0.0009875678134361,Betula,lenta,sweet birch,Betula lenta,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Dorsey Branch
1190,9343,98,498,970,471,12,0.542651963827787,0.0156501377233771,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1191,9343,98,498,970,498,12,0.46875,0.0378478548216195,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1192,9343,98,498,1172,471,12,0.4651302547095317,0.0382941790302906,Betula,lenta,sweet birch,Betula lenta,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-Dorsey Branch
1196,9343,823,483,1172,483,15,0.5100255019126594,0.0105659517336328,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-Dorsey Branch
1197,9343,823,483,1179,483,15,0.392175710550494,0.0461516972393417,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Dorsey Branch
1198,9343,823,498,970,471,12,0.5000610463343951,0.0265167833177904,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
