Unnamed: 0,site_id,phenophase_a,phenophase_b,number_of_observations,kendall_tau,p_value,genus_x,species_x,species_a_common,species_a_name,genus_y,species_y,species_b_common,species_b_name,site_name
627,9338,498,498,12,0.551198189805123,0.015010146495452,Hamamelis,virginiana,American witchhazel,Hamamelis virginiana,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Lagoons
628,9338,498,498,12,0.4496259128858806,0.0452164215340268,Hamamelis,virginiana,American witchhazel,Hamamelis virginiana,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lagoons
636,9338,471,471,12,0.4923076923076924,0.027479806211379,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-Lagoons
643,9338,483,483,14,0.4778072729642601,0.0182199720817427,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Lagoons
649,9338,371,467,12,0.5038314736557788,0.0233149963825438,Betula,lenta,sweet birch,Betula lenta,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Lagoons
655,9338,471,498,12,0.542651963827787,0.0156501377233771,Betula,lenta,sweet birch,Betula lenta,Nyssa,sylvatica,blackgum,Nyssa sylvatica,GRSM-Tremont-Lagoons
656,9338,471,498,12,0.5000610463343952,0.0265167833177904,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Lagoons
659,9338,471,498,12,0.8527388003008082,0.0001458083832771,Betula,lenta,sweet birch,Betula lenta,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
661,9338,483,483,14,0.6966292134831461,0.0006390269269145,Betula,lenta,sweet birch,Betula lenta,Nyssa,sylvatica,blackgum,Nyssa sylvatica,GRSM-Tremont-Lagoons
662,9338,483,483,14,0.6591334681526582,0.0013413806058796,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Lagoons
663,9338,483,483,14,0.6033613708385918,0.0029827957416864,Betula,lenta,sweet birch,Betula lenta,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lagoons
671,9338,371,467,12,0.6407032156159438,0.0044757309061251,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Lagoons
672,9338,467,467,11,0.7592592592592592,0.0013218707803182,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lagoons
673,9338,483,483,14,0.5568541368875906,0.0067416802624623,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Lagoons
674,9338,483,483,14,0.860348621380955,2.2927009396279727e-05,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lagoons
675,9338,483,483,14,0.4204816952008337,0.0407731299357251,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
679,9338,498,498,12,0.578125,0.0104366845302862,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
681,9338,483,483,14,0.5198486861092879,0.0110930169574891,Platanus,occidentalis,American sycamore,Platanus occidentalis,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lagoons
682,9338,483,483,14,0.4137931034482758,0.0456706320607131,Platanus,occidentalis,American sycamore,Platanus occidentalis,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
685,9338,498,498,12,0.5354496700964052,0.0181450607327122,Platanus,occidentalis,American sycamore,Platanus occidentalis,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
687,9338,498,471,12,0.7692307692307693,0.0005716084710595,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,Ulmus,alata,winged elm,Ulmus alata,GRSM-Tremont-Lagoons
690,9339,467,467,13,0.4933333333333333,0.0224619796284798,Acer,rubrum,red maple,Acer rubrum,Acer,pensylvanicum,striped maple,Acer pensylvanicum,GRSM-Tremont-West Prong
692,9339,467,467,13,0.4266666666666666,0.048379168757838,Acer,rubrum,red maple,Acer rubrum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
694,9339,471,498,12,0.8308675641104959,0.0001988655780316,Acer,rubrum,red maple,Acer rubrum,Acer,rubrum,red maple,Acer rubrum,GRSM-Tremont-West Prong
697,9339,471,471,12,0.5038314736557788,0.0233149963825438,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
698,9339,471,498,12,0.7786486411043856,0.0004558338469379,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
703,9339,471,471,12,0.5343667144834019,0.0161414304530507,Acer,rubrum,red maple,Acer rubrum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
704,9339,471,471,12,0.4615930911724977,0.0387418384632915,Acer,rubrum,red maple,Acer rubrum,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-West Prong
706,9339,471,471,12,0.5649019553110248,0.0109851589729484,Acer,rubrum,red maple,Acer rubrum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
707,9339,471,471,12,0.5649019553110248,0.0109851589729484,Acer,rubrum,red maple,Acer rubrum,Magnolia,fraseri,mountain magnolia,Magnolia fraseri,GRSM-Tremont-West Prong
708,9339,483,483,14,0.5142941109928062,0.0128004766603399,Acer,rubrum,red maple,Acer rubrum,Acer,pensylvanicum,striped maple,Acer pensylvanicum,GRSM-Tremont-West Prong
712,9339,483,483,14,0.4571503208824943,0.0269192474938744,Acer,rubrum,red maple,Acer rubrum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
716,9339,498,471,12,0.5116432801804849,0.022675321110971,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
717,9339,498,498,12,0.8682431421244593,0.0001101109572748,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
725,9339,498,471,12,0.6356780147696934,0.0046357429770426,Acer,rubrum,red maple,Acer rubrum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
726,9339,498,471,12,0.4806345965331828,0.0322943377269403,Acer,rubrum,red maple,Acer rubrum,Magnolia,fraseri,mountain magnolia,Magnolia fraseri,GRSM-Tremont-West Prong
728,9339,467,467,13,0.4933333333333333,0.0224619796284798,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
732,9339,471,498,12,0.4531803232405456,0.0443710501453709,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
736,9339,471,498,12,0.6875839387097933,0.0022844715356567,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-West Prong
740,9339,471,471,12,0.5000610463343951,0.0265167833177904,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
745,9339,483,483,14,0.4772727272727272,0.0203467612302907,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
749,9339,498,471,12,0.7131997238879487,0.0014901532666585,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-West Prong
750,9339,498,498,12,0.7442084075352507,0.0009173919133463,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-West Prong
752,9339,498,498,12,0.5384615384615385,0.015894976127587,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-West Prong
756,9339,498,471,12,0.5538461538461539,0.0131303936072489,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
758,9339,471,498,12,0.5846153846153846,0.0088446140171789,Acer,saccharum,sugar maple,Acer saccharum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-West Prong
770,9339,483,483,14,0.6782057225607617,0.0010682677458882,Acer,saccharum,sugar maple,Acer saccharum,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
779,9339,498,471,12,0.5846153846153846,0.0088446140171789,Acer,saccharum,sugar maple,Acer saccharum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
781,9339,467,467,13,0.5637710863797804,0.0093504253016073,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
783,9339,471,498,12,0.640625,0.0045414038901259,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-West Prong
785,9339,471,498,12,0.4961389383568338,0.0271187165445825,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-West Prong
789,9339,471,471,12,0.5736606474750892,0.0106161341700328,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
794,9339,498,471,12,0.5116432801804849,0.022675321110971,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Tilia,americana,American basswood,Tilia americana,GRSM-Tremont-West Prong
795,9339,498,498,12,0.6511823565933444,0.0037272392778565,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-West Prong
801,9339,471,498,12,0.4923076923076924,0.027479806211379,Tilia,americana,American basswood,Tilia americana,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-West Prong
808,9339,483,483,14,0.4827905143652879,0.0198511077412297,Tilia,americana,American basswood,Tilia americana,Magnolia,fraseri,mountain magnolia,Magnolia fraseri,GRSM-Tremont-West Prong
809,9339,498,498,11,0.587180674734059,0.0124621582945403,Tilia,americana,American basswood,Tilia americana,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-West Prong
814,9339,498,471,12,0.5846153846153846,0.0088446140171789,Betula,lenta,sweet birch,Betula lenta,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-West Prong
817,9339,471,471,12,0.5116432801804849,0.022675321110971,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-West Prong
825,9339,471,471,12,0.5736606474750892,0.0106161341700328,Aesculus,flava,yellow buckeye,Aesculus flava,Magnolia,fraseri,mountain magnolia,Magnolia fraseri,GRSM-Tremont-West Prong
829,9340,371,467,13,0.4967426363352019,0.0197386939544217,Acer,rubrum,red maple,Acer rubrum,Acer,rubrum,red maple,Acer rubrum,GRSM-Tremont-Marcs Trail
835,9340,483,483,15,0.6169230579301932,0.0018897717591348,Acer,rubrum,red maple,Acer rubrum,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Marcs Trail
837,9340,467,467,12,0.546875,0.0154106570520779,Quercus,rubra,northern red oak,Quercus rubra,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Marcs Trail
838,9340,483,483,15,0.423691589610646,0.0317173065166482,Quercus,rubra,northern red oak,Quercus rubra,Quercus,montana,chestnut oak,Quercus montana,GRSM-Tremont-Marcs Trail
844,9341,371,371,12,0.4806345965331828,0.0322943377269403,Acer,rubrum,red maple,Acer rubrum,Carya,glabra,pignut hickory,Carya glabra,GRSM-Tremont-Falls Trail
848,9341,467,467,13,0.8079647378096765,0.0001725714300493,Acer,rubrum,red maple,Acer rubrum,Acer,pensylvanicum,striped maple,Acer pensylvanicum,GRSM-Tremont-Falls Trail
850,9341,467,467,13,0.9999999999999998,2.9954815934341095e-06,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-Falls Trail
851,9341,467,467,13,0.4768316485434156,0.0264506523232998,Acer,rubrum,red maple,Acer rubrum,Carya,glabra,pignut hickory,Carya glabra,GRSM-Tremont-Falls Trail
858,9341,467,467,13,0.4575261124140018,0.0317749803468738,Acer,rubrum,red maple,Acer rubrum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
863,9341,483,483,14,0.4269932462267199,0.0363684588239646,Acer,rubrum,red maple,Acer rubrum,Cornus,florida,flowering dogwood,Cornus florida,GRSM-Tremont-Falls Trail
864,9341,483,483,14,0.6477272727272727,0.0016415349519749,Acer,rubrum,red maple,Acer rubrum,Acer,pensylvanicum,striped maple,Acer pensylvanicum,GRSM-Tremont-Falls Trail
865,9341,483,483,14,0.8068181818181818,8.791878910231842e-05,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-Falls Trail
870,9341,483,483,14,0.5084826915437648,0.0130669594937223,Acer,rubrum,red maple,Acer rubrum,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
872,9341,483,483,14,0.5536811530143216,0.0068808604756035,Acer,rubrum,red maple,Acer rubrum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
874,9341,371,371,12,0.8308675641104959,0.0001988655780316,Cercis,canadensis,eastern redbud,Cercis canadensis,Cornus,florida,flowering dogwood,Cornus florida,GRSM-Tremont-Falls Trail
877,9341,471,498,12,-0.4496259128858806,0.0452164215340268,Cercis,canadensis,eastern redbud,Cercis canadensis,Cornus,florida,flowering dogwood,Cornus florida,GRSM-Tremont-Falls Trail
887,9341,483,483,14,0.4181391605661663,0.041273323179519,Cercis,canadensis,eastern redbud,Cercis canadensis,Cornus,florida,flowering dogwood,Cornus florida,GRSM-Tremont-Falls Trail
892,9341,483,483,14,0.4367816091954022,0.0352796485189116,Cercis,canadensis,eastern redbud,Cercis canadensis,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,GRSM-Tremont-Falls Trail
897,9341,483,483,14,0.4685790789045567,0.0233289659987657,Cercis,canadensis,eastern redbud,Cercis canadensis,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
904,9341,498,471,12,0.5038314736557788,0.0233149963825438,Cercis,canadensis,eastern redbud,Cercis canadensis,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,GRSM-Tremont-Falls Trail
921,9341,483,483,14,0.5910617608744103,0.004035606668433,Cornus,florida,flowering dogwood,Cornus florida,Carya,glabra,pignut hickory,Carya glabra,GRSM-Tremont-Falls Trail
928,9341,483,483,14,0.4382299106011073,0.0317251128481159,Cornus,florida,flowering dogwood,Cornus florida,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
933,9341,498,471,12,0.5231388366621641,0.0191546447804258,Cornus,florida,flowering dogwood,Cornus florida,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,GRSM-Tremont-Falls Trail
934,9341,498,471,12,0.515625,0.0223628034372094,Cornus,florida,flowering dogwood,Cornus florida,Tilia,americana,American basswood,Tilia americana,GRSM-Tremont-Falls Trail
936,9341,498,498,12,0.4496259128858806,0.0452164215340268,Cornus,florida,flowering dogwood,Cornus florida,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
950,9341,371,371,13,0.5359591602564021,0.0118922194498718,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
953,9341,467,467,13,0.8079647378096765,0.0001725714300493,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-Falls Trail
961,9341,467,467,13,0.5263613559678151,0.0139499858555877,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
965,9341,483,483,14,0.8409090909090908,4.361830449462126e-05,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Tremont-Falls Trail
970,9341,483,483,14,0.5536811530143216,0.0068808604756035,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
971,9341,483,483,14,0.4406849993379294,0.031475101641879,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
972,9341,483,483,14,0.5649807683819609,0.0058207786378544,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
994,9341,467,467,13,0.4768316485434156,0.0264506523232998,Acer,saccharum,sugar maple,Acer saccharum,Carya,glabra,pignut hickory,Carya glabra,GRSM-Tremont-Falls Trail
1001,9341,467,467,13,0.4575261124140018,0.0317749803468738,Acer,saccharum,sugar maple,Acer saccharum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
1009,9341,483,483,14,0.6666773066907138,0.0011375304305913,Acer,saccharum,sugar maple,Acer saccharum,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
1010,9341,483,483,14,0.5536811530143216,0.0068808604756035,Acer,saccharum,sugar maple,Acer saccharum,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
1011,9341,483,483,14,0.4519846147055687,0.0273722309155083,Acer,saccharum,sugar maple,Acer saccharum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
1015,9341,467,467,13,0.5960395606792696,0.0055301394883185,Carya,glabra,pignut hickory,Carya glabra,Fraxinus,americana,white ash,Fraxinus americana,GRSM-Tremont-Falls Trail
1019,9341,467,467,13,0.5789974915645967,0.0067727649705807,Carya,glabra,pignut hickory,Carya glabra,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
1021,9341,467,467,13,0.421089084774252,0.0489163091000911,Carya,glabra,pignut hickory,Carya glabra,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
1029,9341,471,498,12,0.4615930911724977,0.0387418384632915,Carya,glabra,pignut hickory,Carya glabra,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
1038,9341,483,483,14,0.4253154531313251,0.0401822540665128,Carya,glabra,pignut hickory,Carya glabra,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
1041,9341,498,471,12,0.4496259128858806,0.0452164215340268,Carya,glabra,pignut hickory,Carya glabra,Tilia,americana,American basswood,Tilia americana,GRSM-Tremont-Falls Trail
1048,9341,467,467,13,0.6536087320200025,0.0021587816015316,Fraxinus,americana,white ash,Fraxinus americana,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
1050,9341,467,467,13,0.4313817631332017,0.0429155369136774,Fraxinus,americana,white ash,Fraxinus americana,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
1056,9341,483,483,14,0.6292134831460675,0.0020420255759156,Fraxinus,americana,white ash,Fraxinus americana,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
1058,9341,483,483,14,0.4157303370786517,0.0415822876912835,Fraxinus,americana,white ash,Fraxinus americana,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
1059,9341,483,483,14,0.4858834608084864,0.0177097807414464,Fraxinus,americana,white ash,Fraxinus americana,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
1064,9341,498,471,12,0.4806345965331828,0.0322943377269403,Fraxinus,americana,white ash,Fraxinus americana,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
1065,9341,371,371,12,0.527147622004136,0.0188787004087722,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
1068,9341,467,467,13,0.4575261124140018,0.0317749803468738,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
1085,9341,498,371,13,-0.5526315789473683,0.0098396614128719,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
1098,9341,471,471,12,-0.46875,0.0378478548216195,Tilia,americana,American basswood,Tilia americana,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Tremont-Falls Trail
1099,9341,483,483,14,0.4719101123595506,0.0207205344782453,Tilia,americana,American basswood,Tilia americana,Quercus,rubra,northern red oak,Quercus rubra,GRSM-Tremont-Falls Trail
1100,9341,483,483,14,0.7640449438202248,0.0001804518970661,Tilia,americana,American basswood,Tilia americana,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
1103,9341,483,483,14,0.4943820224719102,0.0153851758457616,Quercus,rubra,northern red oak,Quercus rubra,Sassafras,albidum,sassafras,Sassafras albidum,GRSM-Tremont-Falls Trail
1104,9341,483,483,14,0.4606741573033708,0.0239477828718304,Quercus,rubra,northern red oak,Quercus rubra,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Falls Trail
1129,9342,371,467,13,0.5467152657392316,0.011325469078429,Acer,rubrum,red maple,Acer rubrum,Quercus,velutina,black oak,Quercus velutina,GRSM-Tremont-Lumber Ridge
1133,9342,483,483,15,0.4081632653061224,0.0426824510040119,Acer,rubrum,red maple,Acer rubrum,Quercus,alba,white oak,Quercus alba,GRSM-Tremont-Lumber Ridge
1135,9342,483,483,15,0.8061224489795918,6.256067533290831e-05,Acer,rubrum,red maple,Acer rubrum,Quercus,velutina,black oak,Quercus velutina,GRSM-Tremont-Lumber Ridge
1140,9342,483,483,15,0.5472704546154941,0.0058883099817624,Carya,glabra,pignut hickory,Carya glabra,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lumber Ridge
1142,9342,483,483,15,0.4795918367346938,0.0172425333820422,Quercus,alba,white oak,Quercus alba,Quercus,velutina,black oak,Quercus velutina,GRSM-Tremont-Lumber Ridge
1143,9342,483,483,15,0.3939594923753622,0.0492476523402328,Quercus,alba,white oak,Quercus alba,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-Tremont-Lumber Ridge
1144,9342,371,467,13,0.6053155593629874,0.0046937784261278,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Nyssa,sylvatica,blackgum,Nyssa sylvatica,GRSM-Tremont-Lumber Ridge
1158,9343,467,467,12,0.6154574548966636,0.005853245025574,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-Dorsey Branch
1161,9343,467,467,12,0.703125,0.0018410212585438,Acer,rubrum,red maple,Acer rubrum,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1162,9343,471,471,12,0.542651963827787,0.0156501377233771,Acer,rubrum,red maple,Acer rubrum,Cercis,canadensis,eastern redbud,Cercis canadensis,GRSM-Tremont-Dorsey Branch
1165,9343,471,498,12,0.46875,0.0378478548216195,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-Dorsey Branch
1174,9343,471,498,12,0.5625,0.0127098157395439,Acer,rubrum,red maple,Acer rubrum,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Dorsey Branch
1177,9343,483,483,15,0.5374797538821051,0.0068033015647178,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Tremont-Dorsey Branch
1180,9343,483,483,15,0.6363961030678927,0.001518102761951,Acer,rubrum,red maple,Acer rubrum,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1181,9343,483,483,15,0.6903642243895957,0.0006104291806716,Acer,rubrum,red maple,Acer rubrum,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-Dorsey Branch
1203,9343,483,483,15,0.48,0.0161145611769133,Cercis,canadensis,eastern redbud,Cercis canadensis,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1208,9343,483,483,15,0.4433551330755755,0.0247078776408849,Fagus,grandifolia,American beech,Fagus grandifolia,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Dorsey Branch
1211,9343,483,483,15,0.8390343728657254,1.853115645672877e-05,Fagus,grandifolia,American beech,Fagus grandifolia,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Dorsey Branch
1212,9343,498,498,12,0.53125,0.018604354576073,Fagus,grandifolia,American beech,Fagus grandifolia,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,GRSM-Tremont-Dorsey Branch
1230,9343,498,471,12,0.7131997238879487,0.0014901532666585,Liquidambar,styraciflua,sweetgum,Liquidambar styraciflua,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1236,9343,467,467,12,0.4923659639173309,0.0274742390169435,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1238,9343,483,483,15,0.4411976743693058,0.0248804606238546,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Dorsey Branch
1239,9343,483,483,15,0.433544882392289,0.0279556804901465,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1240,9343,483,483,15,0.5050495243689607,0.0107507283453538,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-Dorsey Branch
1250,9343,498,498,12,0.46875,0.0378478548216195,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Dorsey Branch
1260,9343,498,498,12,0.46875,0.0378478548216195,Tilia,americana,American basswood,Tilia americana,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-Dorsey Branch
1266,9343,467,467,12,0.5846153846153846,0.0088446140171789,Betula,lenta,sweet birch,Betula lenta,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Dorsey Branch
